Trimestre;Distrito;Concelho;Freguesias;Escalão de potência instalada (kW);Número de instalacões;Potência total instalada UPAC (kW);Código Distrito;Código Concelho;Código Freguesia
2023T1;Évora;Arraiolos;Arraiolos;]20.7, 30];1;28.52;07;0702;070201
2023T1;Évora;Arraiolos;Vimieiro;]30, 1000];3;185.66;07;0702;070206
2023T1;Évora;Arraiolos;Arraiolos;]4, 20.7];3;30.05;07;0702;070201
2023T1;Évora;Arraiolos;Gafanhoeira (São Pedro) e Sabugueiro;]4, 20.7];1;15.0;07;0702;070208
2023T1;Évora;Arraiolos;São Gregório e Santa Justa;]4, 20.7];1;4.36;07;0702;070209
2023T1;Portalegre;Arronches;Assunção;]0, 4];20;40.17;12;1202;120201
2023T1;Portalegre;Arronches;Esperança;]0, 4];10;15.33;12;1202;120202
2023T1;Portalegre;Arronches;Mosteiros;]0, 4];1;0.88;12;1202;120203
2023T1;Lisboa;Arruda dos Vinhos;Arranhó;]0, 4];36;54.14;11;1102;110201
2023T1;Lisboa;Arruda dos Vinhos;S. Tiago dos Velhos;]0, 4];29;41.81;11;1102;110204
2023T1;Lisboa;Arruda dos Vinhos;Arruda dos Vinhos;]20.7, 30];4;119.15;11;1102;110202
2023T1;Lisboa;Arruda dos Vinhos;Arruda dos Vinhos;]4, 20.7];9;101.98;11;1102;110202
2023T1;Aveiro;Aveiro;Esgueira;]0, 4];183;280.33;01;0105;010505
2023T1;Aveiro;Aveiro;São Jacinto;]0, 4];14;18.31;01;0105;010511
2023T1;Aveiro;Aveiro;Santa Joana;]0, 4];186;263.71;01;0105;010513
2023T1;Aveiro;Aveiro;Eixo e Eirol;]0, 4];156;198.82;01;0105;010515
2023T1;Aveiro;Aveiro;Glória e Vera Cruz;]0, 4];85;146.67;01;0105;010517
2023T1;Aveiro;Aveiro;Cacia;]20.7, 30];2;47.98;01;0105;010502
2023T1;Aveiro;Aveiro;Esgueira;]20.7, 30];7;185.52;01;0105;010505
2023T1;Aveiro;Aveiro;Glória e Vera Cruz;]20.7, 30];3;88.91;01;0105;010517
2023T1;Aveiro;Aveiro;Cacia;]30, 1000];5;2202.16;01;0105;010502
2023T1;Aveiro;Aveiro;Glória e Vera Cruz;]30, 1000];4;511.4;01;0105;010517
2023T1;Aveiro;Aveiro;Cacia;]4, 20.7];6;48.83;01;0105;010502
2023T1;Aveiro;Aveiro;São Bernardo;]4, 20.7];4;39.44;01;0105;010510
2023T1;Aveiro;Aveiro;Santa Joana;]4, 20.7];4;24.36;01;0105;010513
2023T1;Aveiro;Aveiro;Eixo e Eirol;]4, 20.7];2;12.37;01;0105;010515
2023T1;Lisboa;Azambuja;Alcoentre;]0, 4];44;52.5;11;1103;110301
2023T1;Lisboa;Azambuja;Aveiras de Baixo;]0, 4];39;43.71;11;1103;110302
2023T1;Lisboa;Azambuja;Azambuja;]0, 4];110;131.71;11;1103;110304
2023T1;Lisboa;Azambuja;Vale do Paraíso;]0, 4];22;22.47;11;1103;110306
2023T1;Lisboa;Azambuja;Vila Nova da Rainha;]0, 4];28;29.29;11;1103;110307
2023T1;Lisboa;Azambuja;Manique do Intendente, V. N. de S. Pedro e Maçussa;]0, 4];60;49.32;11;1103;110310
2023T1;Lisboa;Azambuja;Aveiras de Cima;]4, 20.7];6;48.14;11;1103;110303
2023T1;Porto;Baião;Grilo;]0, 4];5;4.17;13;1302;130207
2023T1;Porto;Baião;Santa Marinha do Zêzere;]0, 4];13;20.19;13;1302;130215
2023T1;Porto;Baião;Campelo e Ovil;]0, 4];43;53.76;13;1302;130223
2023T1;Porto;Baião;Loivos da Ribeira e Tresouras;]0, 4];5;9.32;13;1302;130224
2023T1;Porto;Baião;Santa Cruz do Douro e São Tomé de Covelas;]20.7, 30];1;21.3;13;1302;130225
2023T1;Porto;Baião;Gove;]30, 1000];1;62.25;13;1302;130206
2023T1;Braga;Barcelos;Aborim;]0, 4];7;9.76;03;0302;030202
2023T1;Braga;Barcelos;Alvelos;]0, 4];79;118.17;03;0302;030208
2023T1;Braga;Barcelos;Arcozelo;]0, 4];49;76.54;03;0302;030209
2023T1;Braga;Barcelos;Balugães;]0, 4];10;12.2;03;0302;030212
2023T1;Braga;Barcelos;Cambeses;]0, 4];40;44.62;03;0302;030216
2023T1;Bragança;Bragança;Rebordãos;]0, 4];16;25.93;04;0402;040236
2023T1;Bragança;Bragança;Santa Comba de Rossas;]0, 4];7;11.49;04;0402;040241
2023T1;Bragança;Bragança;Zoio;]0, 4];2;2.68;04;0402;040249
2023T1;Bragança;Bragança;Castrelos e Carrazedo;]0, 4];3;1.39;04;0402;040251
2023T1;Bragança;Bragança;Parada e Failde;]0, 4];13;17.13;04;0402;040253
2023T1;Bragança;Bragança;Rio Frio e Milhão;]0, 4];8;13.29;04;0402;040255
2023T1;Bragança;Bragança;Nogueira;]20.7, 30];1;26.4;04;0402;040225
2023T1;Bragança;Bragança;Samil;]20.7, 30];1;24.44;04;0402;040240
2023T1;Bragança;Bragança;Izeda, Calvelhe e Paradinha Nova;]20.7, 30];1;29.4;04;0402;040252
2023T1;Bragança;Bragança;Castro de Avelãs;]4, 20.7];1;19.68;04;0402;040209
2023T1;Bragança;Bragança;Gostei;]4, 20.7];3;35.82;04;0402;040218
2023T1;Bragança;Bragança;Grijó de Parada;]4, 20.7];1;8.1;04;0402;040219
2023T1;Bragança;Bragança;Nogueira;]4, 20.7];1;5.0;04;0402;040225
2023T1;Bragança;Bragança;Rebordãos;]4, 20.7];1;20.0;04;0402;040236
2023T1;Bragança;Bragança;Sé, Santa Maria e Meixedo;]4, 20.7];12;113.13;04;0402;040257
2023T1;Braga;Cabeceiras de Basto;Cabeceiras de Basto;]0, 4];4;3.19;03;0304;030406
2023T1;Braga;Cabeceiras de Basto;Faia;]0, 4];6;6.45;03;0304;030408
2023T1;Braga;Cabeceiras de Basto;Alvite e Passos;]0, 4];12;12.8;03;0304;030418
2023T1;Braga;Cabeceiras de Basto;Arco de Baúlhe e Vila Nune;]0, 4];17;19.06;03;0304;030419
2023T1;Braga;Cabeceiras de Basto;Gondiães e Vilar de Cunhas;]0, 4];3;4.44;03;0304;030420
2023T1;Braga;Cabeceiras de Basto;Cavez;]20.7, 30];1;28.0;03;0304;030407
2023T1;Braga;Cabeceiras de Basto;Cavez;]4, 20.7];1;20.0;03;0304;030407
2023T1;Lisboa;Cadaval;Lamas e Cercal;]0, 4];81;93.55;11;1104;110412
2023T1;Lisboa;Cadaval;Peral;]20.7, 30];1;29.37;11;1104;110407
2023T1;Lisboa;Cadaval;Peral;]30, 1000];1;300.0;11;1104;110407
2023T1;Lisboa;Cadaval;Vermelha;]4, 20.7];2;12.95;11;1104;110409
2023T1;Lisboa;Cadaval;Lamas e Cercal;]4, 20.7];1;5.04;11;1104;110412
2023T1;Leiria;Caldas da Rainha;Nossa Senhora do Pópulo, Coto e São Gregório;]0, 4];146;234.77;10;1006;100617
2023T1;Leiria;Caldas da Rainha;Nossa Senhora do Pópulo, Coto e São Gregório;]20.7, 30];3;76.28;10;1006;100617
2023T1;Leiria;Caldas da Rainha;Santa Catarina;]30, 1000];1;500.0;10;1006;100611
2023T1;Leiria;Caldas da Rainha;Caldas da Rainha - Santo Onofre e Serra do Bouro;]30, 1000];3;1064.13;10;1006;100618
2023T1;Leiria;Caldas da Rainha;Vidais;]4, 20.7];1;20.46;10;1006;100615
2023T1;Viana do Castelo;Caminha;Âncora;]0, 4];29;46.98;16;1602;160201
2023T1;Viana do Castelo;Caminha;Riba de Âncora;]0, 4];17;31.79;16;1602;160214
2023T1;Viana do Castelo;Caminha;Vilar de Mouros;]0, 4];13;22.58;16;1602;160218
2023T1;Viana do Castelo;Caminha;Vile;]0, 4];4;8.78;16;1602;160220
2023T1;Viana do Castelo;Caminha;Moledo e Cristelo;]0, 4];37;63.35;16;1602;160224
2023T1;Viana do Castelo;Caminha;Vila Praia de Âncora;]30, 1000];2;182.4;16;1602;160217
2023T1;Viana do Castelo;Caminha;Âncora;]4, 20.7];4;44.48;16;1602;160201
2023T1;Viana do Castelo;Caminha;Moledo e Cristelo;]4, 20.7];5;43.57;16;1602;160224
2023T1;Portalegre;Campo Maior;Nossa Senhora da Graça dos Degolados;]0, 4];12;11.67;12;1204;120402
2023T1;Portalegre;Campo Maior;Nossa Senhora da Expectação;]30, 1000];2;498.6;12;1204;120401
2023T1;Portalegre;Campo Maior;Nossa Senhora da Graça dos Degolados;]30, 1000];1;300.15;12;1204;120402
2023T1;Coimbra;Cantanhede;Ançã;]0, 4];54;72.92;06;0602;060201
2023T1;Coimbra;Cantanhede;Cadima;]0, 4];52;72.46;06;0602;060203
2023T1;Coimbra;Cantanhede;São Caetano;]0, 4];17;20.46;06;0602;060215
2023T1;Coimbra;Cantanhede;Covões e Camarneira;]0, 4];57;78.81;06;0602;060221
2023T1;Coimbra;Cantanhede;Portunhos e Outil;]0, 4];42;47.4;06;0602;060222
2023T1;Coimbra;Cantanhede;Sepins e Bolho;]0, 4];39;64.23;06;0602;060223
2023T1;Coimbra;Cantanhede;Tocha;]20.7, 30];1;29.92;06;0602;060214
2023T1;Coimbra;Cantanhede;Febres;]30, 1000];1;176.3;06;0602;060207
2023T1;Coimbra;Cantanhede;Murtede;]30, 1000];1;609.46;06;0602;060208
2023T1;Coimbra;Cantanhede;Tocha;]30, 1000];2;262.66;06;0602;060214
2023T1;Coimbra;Cantanhede;Cantanhede e Pocariça;]30, 1000];7;1819.95;06;0602;060220
2023T1;Coimbra;Cantanhede;Covões e Camarneira;]30, 1000];1;324.0;06;0602;060221
2023T1;Coimbra;Cantanhede;Cadima;]4, 20.7];2;24.0;06;0602;060203
2023T1;Coimbra;Cantanhede;Cordinhã;]4, 20.7];2;22.68;06;0602;060205
2023T1;Coimbra;Cantanhede;Tocha;]4, 20.7];3;20.0;06;0602;060214
2023T1;Bragança;Carrazeda de Ansiães;Linhares;]0, 4];7;9.86;04;0403;040308
2023T1;Bragança;Carrazeda de Ansiães;Parambos;]0, 4];5;11.97;04;0403;040311
2023T1;Bragança;Carrazeda de Ansiães;Pombal;]0, 4];1;2.28;04;0403;040314
2023T1;Bragança;Carrazeda de Ansiães;Vilarinho da Castanheira;]0, 4];3;5.11;04;0403;040318
2023T1;Bragança;Carrazeda de Ansiães;Lavandeira, Beira Grande e Selores;]0, 4];2;1.36;04;0403;040323
2023T1;Bragança;Carrazeda de Ansiães;Amedo e Zedes;]30, 1000];1;61.0;04;0403;040320
2023T1;Viseu;Carregal do Sal;Cabanas de Viriato;]0, 4];68;112.04;18;1802;180202
2023T1;Viseu;Carregal do Sal;Parada;]0, 4];13;18.19;18;1802;180206
2023T1;Viseu;Carregal do Sal;Cabanas de Viriato;]20.7, 30];1;29.98;18;1802;180202
2023T1;Santarém;Cartaxo;Valada;]0, 4];8;10.51;14;1406;140605
2023T1;Santarém;Cartaxo;Cartaxo e Vale da Pinta;]0, 4];163;213.08;14;1406;140609
2023T1;Santarém;Cartaxo;Vale da Pedra;]30, 1000];1;44.0;14;1406;140608
2023T1;Santarém;Cartaxo;Cartaxo e Vale da Pinta;]30, 1000];1;158.36;14;1406;140609
2023T1;Santarém;Cartaxo;Pontével;]4, 20.7];8;54.08;14;1406;140604
2023T1;Santarém;Cartaxo;Ereira e Lapa;]4, 20.7];2;28.44;14;1406;140610
2023T1;Lisboa;Cascais;Cascais e Estoril;]0, 4];795;1275.89;11;1105;110508
2023T1;Lisboa;Cascais;Alcabideche;]20.7, 30];5;132.44;11;1105;110501
2023T1;Lisboa;Cascais;São Domingos de Rana;]20.7, 30];5;128.32;11;1105;110506
2023T1;Lisboa;Cascais;Carcavelos e Parede;]20.7, 30];2;50.2;11;1105;110507
2023T1;Lisboa;Cascais;São Domingos de Rana;]30, 1000];13;1241.05;11;1105;110506
2023T1;Lisboa;Cascais;Alcabideche;]4, 20.7];31;309.22;11;1105;110501
2023T1;Leiria;Castanheira de Pêra;Castanheira de Pêra e Coentral;]0, 4];50;68.63;10;1007;100703
2023T1;Castelo Branco;Castelo Branco;Almaceda;]0, 4];12;19.07;05;0502;050202
2023T1;Castelo Branco;Castelo Branco;Monforte da Beira;]0, 4];2;6.03;05;0502;050216
2023T1;Castelo Branco;Castelo Branco;Sarzedas;]0, 4];26;34.21;05;0502;050223
2023T1;Castelo Branco;Castelo Branco;Cebolais de Cima e Retaxo;]0, 4];45;50.24;05;0502;050226
2023T1;Castelo Branco;Castelo Branco;Escalos de Baixo e Mata;]0, 4];15;25.86;05;0502;050227
2023T1;Castelo Branco;Castelo Branco;Benquerenças;]20.7, 30];2;57.55;05;0502;050203
2023T1;Castelo Branco;Castelo Branco;Castelo Branco;]20.7, 30];9;234.85;05;0502;050205
2023T1;Castelo Branco;Castelo Branco;Monforte da Beira;]20.7, 30];1;25.2;05;0502;050216
2023T1;Castelo Branco;Castelo Branco;Sarzedas;]20.7, 30];1;21.0;05;0502;050223
2023T1;Castelo Branco;Castelo Branco;Castelo Branco;]30, 1000];13;1732.65;05;0502;050205
2023T1;Castelo Branco;Castelo Branco;Cebolais de Cima e Retaxo;]30, 1000];2;356.6;05;0502;050226
2023T1;Castelo Branco;Castelo Branco;Alcains;]4, 20.7];5;44.0;05;0502;050201
2023T1;Castelo Branco;Castelo Branco;Castelo Branco;]4, 20.7];35;328.01;05;0502;050205
2023T1;Castelo Branco;Castelo Branco;Escalos de Cima e Lousa;]4, 20.7];3;23.44;05;0502;050228
2023T1;Aveiro;Castelo de Paiva;Real;]0, 4];34;43.71;01;0106;010606
2023T1;Aveiro;Castelo de Paiva;São Martinho de Sardoura;]0, 4];39;55.85;01;0106;010608
2023T1;Aveiro;Castelo de Paiva;Raiva, Pedorido e Paraíso;]20.7, 30];1;21.12;01;0106;010610
2023T1;Aveiro;Castelo de Paiva;Sobrado e Bairros;]20.7, 30];4;106.81;01;0106;010611
2023T1;Aveiro;Castelo de Paiva;Raiva, Pedorido e Paraíso;]30, 1000];1;301.92;01;0106;010610
2023T1;Aveiro;Castelo de Paiva;Real;]4, 20.7];2;19.87;01;0106;010606
2023T1;Portalegre;Castelo de Vide;São João Baptista;]0, 4];4;4.8;12;1205;120504
2023T1;Portalegre;Castelo de Vide;Nossa Senhora da Graça de Póvoa e Meadas;]4, 20.7];1;8.96;12;1205;120501
2023T1;Viseu;Castro daire;Monteiras;]0, 4];5;5.53;18;1803;180314
2023T1;Viseu;Castro daire;Reriz e Gafanhão;]0, 4];10;19.63;18;1803;180327
2023T1;Viseu;Castro daire;Castro Daire;]4, 20.7];7;73.25;18;1803;180304
2023T1;Viseu;Castro daire;Picão e Ermida;]4, 20.7];1;9.0;18;1803;180326
2023T1;Faro;Castro Marim;Azinhal;]0, 4];17;18.3;08;0804;080401
2023T1;Faro;Castro Marim;Odeleite;]0, 4];15;21.79;08;0804;080403
2023T1;Faro;Castro Marim;Altura;]0, 4];70;100.12;08;0804;080404
2023T1;Faro;Castro Marim;Castro Marim;]4, 20.7];9;52.75;08;0804;080402
2023T1;Faro;Castro Marim;Odeleite;]4, 20.7];1;12.0;08;0804;080403
2023T1;Beja;Castro Verde;Santa Bárbara de Padrões;]0, 4];5;6.82;02;0206;020604
2023T1;Beja;Castro Verde;Castro Verde e Casével;]0, 4];122;155.74;02;0206;020606
2023T1;Beja;Castro Verde;Castro Verde e Casével;]30, 1000];3;252.45;02;0206;020606
2023T1;Guarda;Celorico da Beira;Lajeosa do Mondego;]0, 4];4;4.94;09;0903;090307
2023T1;Guarda;Celorico da Beira;Maçal do Chão;]0, 4];2;6.45;09;0903;090309
2023T1;Guarda;Celorico da Beira;Mesquitela;]0, 4];3;1.89;09;0903;090310
2023T1;Guarda;Celorico da Beira;Prados;]0, 4];4;4.48;09;0903;090312
2023T1;Guarda;Celorico da Beira;Vale de Azares;]0, 4];7;9.81;09;0903;090318
2023T1;Guarda;Celorico da Beira;Lajeosa do Mondego;]20.7, 30];1;21.32;09;0903;090307
2023T1;Guarda;Celorico da Beira;São Pedro e Santa Maria e Vila Boa do Mondego;]30, 1000];2;199.02;09;0903;090324
2023T1;Guarda;Celorico da Beira;Lajeosa do Mondego;]4, 20.7];1;8.0;09;0903;090307
2023T1;Guarda;Celorico da Beira;Vale de Azares;]4, 20.7];1;18.9;09;0903;090318
2023T1;Guarda;Celorico da Beira;Cortiçô da Serra, Vide entre Vinhas e Salgueirais;]4, 20.7];2;17.99;09;0903;090325
2023T1;Braga;Celorico de Basto;Agilde;]0, 4];13;13.02;03;0305;030501
2023T1;Braga;Celorico de Basto;Codeçoso;]0, 4];10;10.14;03;0305;030508
2023T1;Braga;Celorico de Basto;Fervença;]0, 4];9;17.92;03;0305;030510
2023T1;Braga;Celorico de Basto;Ribas;]0, 4];9;22.07;03;0305;030518
2023T1;Braga;Celorico de Basto;Carvalho e Basto (Santa Tecla);]0, 4];7;11.47;03;0305;030526
2023T1;Braga;Celorico de Basto;Veade, Gagos e Molares;]20.7, 30];1;29.63;03;0305;030527
2023T1;Braga;Celorico de Basto;Agilde;]30, 1000];1;37.26;03;0305;030501
2023T1;Braga;Celorico de Basto;Basto (São Clemente);]30, 1000];1;163.2;03;0305;030520
2023T1;Braga;Celorico de Basto;Britelo, Gémeos e Ourilhe;]30, 1000];2;227.92;03;0305;030523
2023T1;Braga;Fafe;Silvares (São Martinho);]0, 4];32;52.45;03;0307;030729
2023T1;Braga;Fafe;Travassós;]0, 4];14;20.17;03;0307;030733
2023T1;Braga;Fafe;Vinhós;]0, 4];17;20.49;03;0307;030736
2023T1;Braga;Fafe;Agrela e Serafão;]0, 4];12;15.17;03;0307;030738
2023T1;Braga;Fafe;São Gens;]20.7, 30];1;30.0;03;0307;030728
2023T1;Braga;Fafe;Antime e Silvares (São Clemente);]20.7, 30];1;22.95;03;0307;030739
2023T1;Braga;Fafe;Fafe;]30, 1000];3;447.21;03;0307;030709
2023T1;Braga;Fafe;Medelo;]30, 1000];1;61.6;03;0307;030716
2023T1;Braga;Fafe;Quinchães;]30, 1000];1;36.0;03;0307;030722
2023T1;Braga;Fafe;Antime e Silvares (São Clemente);]30, 1000];1;50.0;03;0307;030739
2023T1;Braga;Fafe;Moreira do Rei e Várzea Cova;]30, 1000];1;135.0;03;0307;030744
2023T1;Braga;Fafe;Estorãos;]4, 20.7];1;5.5;03;0307;030708
2023T1;Braga;Fafe;Fafe;]4, 20.7];12;137.86;03;0307;030709
2023T1;Braga;Fafe;Regadas;]4, 20.7];3;23.66;03;0307;030723
2023T1;Braga;Fafe;Silvares (São Martinho);]4, 20.7];2;20.52;03;0307;030729
2023T1;Braga;Fafe;Travassós;]4, 20.7];1;19.5;03;0307;030733
2023T1;Braga;Fafe;Ardegão, Arnozela e Seidões;]4, 20.7];1;10.08;03;0307;030740
2023T1;Faro;Faro;Santa Bárbara de Nexe;]0, 4];134;271.1;08;0805;080503
2023T1;Faro;Faro;Montenegro;]30, 1000];4;338.39;08;0805;080506
2023T1;Porto;Felgueiras;Penacova;]0, 4];37;33.51;13;1303;130313
2023T1;Porto;Felgueiras;Macieira da Lixa e Caramos;]0, 4];72;100.06;13;1303;130334
2023T1;Porto;Felgueiras;Vila Verde e Santão;]0, 4];12;20.11;13;1303;130341
2023T1;Porto;Felgueiras;Airães;]20.7, 30];1;30.0;13;1303;130302
2023T1;Porto;Felgueiras;Pombeiro de Ribavizela;]20.7, 30];1;29.87;13;1303;130315
2023T1;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;]20.7, 30];10;284.54;13;1303;130335
2023T1;Porto;Felgueiras;Pedreira, Rande e Sernande;]20.7, 30];1;29.87;13;1303;130336
2023T1;Porto;Felgueiras;Torrados e Sousa;]30, 1000];1;35.36;13;1303;130337
2023T1;Porto;Felgueiras;Airães;]4, 20.7];4;30.26;13;1303;130302
2023T1;Porto;Felgueiras;Idães;]4, 20.7];2;24.86;13;1303;130306
2023T1;Porto;Felgueiras;Revinhade;]4, 20.7];1;5.04;13;1303;130319
2023T1;Porto;Felgueiras;Macieira da Lixa e Caramos;]4, 20.7];7;81.43;13;1303;130334
2023T1;Porto;Felgueiras;Pedreira, Rande e Sernande;]4, 20.7];7;63.48;13;1303;130336
2023T1;Porto;Felgueiras;Vila Cova da Lixa e Borba de Godim;]4, 20.7];2;16.9;13;1303;130339
2023T1;Beja;Ferreira do Alentejo;Alfundão e Peroguarda;]0, 4];16;21.55;02;0208;020807
2023T1;Beja;Ferreira do Alentejo;Alfundão e Peroguarda;]20.7, 30];1;25.0;02;0208;020807
2023T1;Beja;Ferreira do Alentejo;Odivelas;]30, 1000];1;550.55;02;0208;020804
2023T1;Beja;Ferreira do Alentejo;Figueira dos Cavaleiros;]4, 20.7];1;5.28;02;0208;020803
2023T1;Beja;Ferreira do Alentejo;Odivelas;]4, 20.7];1;13.26;02;0208;020804
2023T1;Beja;Ferreira do Alentejo;Alfundão e Peroguarda;]4, 20.7];1;18.68;02;0208;020807
2023T1;Santarém;Ferreira do Zêzere;Ferreira do Zêzere;]0, 4];23;54.17;14;1411;141106
2023T1;Santarém;Ferreira do Zêzere;Igreja Nova do Sobral;]0, 4];9;13.8;14;1411;141107
2023T1;Santarém;Ferreira do Zêzere;Nossa Senhora do Pranto;]0, 4];13;15.14;14;1411;141110
2023T1;Santarém;Ferreira do Zêzere;Areias e Pias;]0, 4];19;33.84;14;1411;141111
2023T1;Santarém;Ferreira do Zêzere;Areias e Pias;]20.7, 30];1;22.94;14;1411;141111
2023T1;Santarém;Ferreira do Zêzere;Ferreira do Zêzere;]30, 1000];1;72.0;14;1411;141106
2023T1;Santarém;Ferreira do Zêzere;Águas Belas;]4, 20.7];3;36.08;14;1411;141101
2023T1;Santarém;Ferreira do Zêzere;Chãos;]4, 20.7];1;6.8;14;1411;141104
2023T1;Santarém;Ferreira do Zêzere;Ferreira do Zêzere;]4, 20.7];4;34.04;14;1411;141106
2023T1;Santarém;Ferreira do Zêzere;Nossa Senhora do Pranto;]4, 20.7];1;8.0;14;1411;141110
2023T1;Coimbra;Figueira da Foz;Maiorca;]0, 4];37;48.47;06;0605;060507
2023T1;Coimbra;Figueira da Foz;Moinhos da Gândara;]0, 4];18;26.87;06;0605;060518
2023T1;Coimbra;Figueira da Foz;Ferreira-a-Nova;]0, 4];31;52.09;06;0605;060521
2023T1;Coimbra;Figueira da Foz;Lavos;]0, 4];97;122.59;06;0605;060522
2023T1;Coimbra;Figueira da Foz;Paião;]0, 4];62;108.55;06;0605;060523
2023T1;Coimbra;Figueira da Foz;Quiaios;]0, 4];57;84.84;06;0605;060524
2023T1;Coimbra;Figueira da Foz;Vila Verde;]20.7, 30];1;29.15;06;0605;060513
2023T1;Coimbra;Figueira da Foz;Lavos;]20.7, 30];1;29.26;06;0605;060522
2023T1;Coimbra;Figueira da Foz;São Pedro;]30, 1000];5;1379.1;06;0605;060514
2023T1;Coimbra;Figueira da Foz;Alqueidão;]4, 20.7];1;15.0;06;0605;060502
2023T1;Coimbra;Figueira da Foz;Tavarede;]4, 20.7];8;74.2;06;0605;060512
2023T1;Coimbra;Figueira da Foz;Alhadas;]4, 20.7];3;34.75;06;0605;060519
2023T1;Coimbra;Figueira da Foz;Lavos;]4, 20.7];7;76.06;06;0605;060522
2023T1;Coimbra;Figueira da Foz;Paião;]4, 20.7];4;23.89;06;0605;060523
2023T1;Coimbra;Figueira da Foz;Quiaios;]4, 20.7];3;35.3;06;0605;060524
2023T1;Guarda;Figueira de Castelo Rodrigo;Castelo Rodrigo;]0, 4];14;23.93;09;0904;090403
2023T1;Guarda;Figueira de Castelo Rodrigo;Figueira de Castelo Rodrigo;]0, 4];42;65.54;09;0904;090408
2023T1;Guarda;Figueira de Castelo Rodrigo;Vermiosa;]0, 4];1;1.48;09;0904;090415
2023T1;Guarda;Figueira de Castelo Rodrigo;Algodres, Vale de Afonsinho e Vilar de Amargo;]0, 4];14;21.87;09;0904;090418
2023T1;Guarda;Figueira de Castelo Rodrigo;Almofala e Escarigo;]0, 4];4;9.9;09;0904;090419
2023T1;Guarda;Figueira de Castelo Rodrigo;Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;]0, 4];2;3.75;09;0904;090421
2023T1;Guarda;Figueira de Castelo Rodrigo;Castelo Rodrigo;]20.7, 30];1;25.2;09;0904;090403
2023T1;Guarda;Figueira de Castelo Rodrigo;Colmeal e Vilar Torpim;]4, 20.7];1;10.8;09;0904;090422
2023T1;Leiria;Figueiró dos Vinhos;Figueiró dos Vinhos e Bairradas;]30, 1000];1;114.4;10;1008;100806
2023T1;Leiria;Figueiró dos Vinhos;Figueiró dos Vinhos e Bairradas;]4, 20.7];2;15.0;10;1008;100806
2023T1;Guarda;Fornos de Algodres;Figueiró da Granja;]0, 4];2;1.8;09;0905;090504
2023T1;Guarda;Fornos de Algodres;Infias;]0, 4];1;0.75;09;0905;090507
2023T1;Guarda;Fornos de Algodres;Cortiçô e Vila Chã;]0, 4];1;3.36;09;0905;090517
2023T1;Guarda;Fornos de Algodres;Juncais, Vila Ruiva e Vila Soeiro do Chão;]0, 4];5;10.67;09;0905;090518
2023T1;Guarda;Fornos de Algodres;Casal Vasco;]30, 1000];2;106.38;09;0905;090502
2023T1;Guarda;Fornos de Algodres;Sobral Pichorro e Fuinhas;]4, 20.7];1;9.3;09;0905;090519
2023T1;Bragança;Freixo de Espada À Cinta;Ligares;]0, 4];1;0.27;04;0404;040404
2023T1;Castelo Branco;Fundão;Alpedrinha;]0, 4];10;13.73;05;0504;050406
2023T1;Castelo Branco;Fundão;Lavacolhos;]0, 4];1;1.11;05;0504;050419
2023T1;Castelo Branco;Fundão;Silvares;]0, 4];10;12.86;05;0504;050424
2023T1;Castelo Branco;Fundão;Fundão, Valverde, Donas, A. Joanes, A. Nova do Cabo;]0, 4];118;188.66;05;0504;050434
2023T1;Castelo Branco;Fundão;Póvoa de Atalaia e Atalaia do Campo;]0, 4];8;9.65;05;0504;050435
2023T1;Castelo Branco;Fundão;Vale de Prazeres e Mata da Rainha;]0, 4];18;29.4;05;0504;050436
2023T1;Castelo Branco;Fundão;Castelo Novo;]20.7, 30];1;22.8;05;0504;050413
2023T1;Castelo Branco;Fundão;Fundão, Valverde, Donas, A. Joanes, A. Nova do Cabo;]20.7, 30];3;80.92;05;0504;050434
2023T1;Castelo Branco;Fundão;Alcaide;]4, 20.7];1;4.2;05;0504;050401
2023T1;Castelo Branco;Fundão;Fatela;]4, 20.7];1;18.34;05;0504;050416
2023T1;Castelo Branco;Fundão;Pêro Viseu;]4, 20.7];2;25.0;05;0504;050421
2023T1;Castelo Branco;Fundão;Fundão, Valverde, Donas, A. Joanes, A. Nova do Cabo;]4, 20.7];16;166.12;05;0504;050434
2023T1;Castelo Branco;Fundão;Vale de Prazeres e Mata da Rainha;]4, 20.7];3;33.43;05;0504;050436
2023T1;Portalegre;Gavião;Comenda;]0, 4];26;26.27;12;1209;120903
2023T1;Portalegre;Gavião;Margem;]0, 4];9;11.99;12;1209;120905
2023T1;Portalegre;Gavião;Margem;]4, 20.7];1;7.6;12;1209;120905
2023T1;Portalegre;Gavião;Gavião e Atalaia;]4, 20.7];2;19.04;12;1209;120906
2023T1;Coimbra;Góis;Cadafaz e Colmeal;]0, 4];6;5.06;06;0606;060606
2023T1;Santarém;Golegã;Golegã;]0, 4];78;109.01;14;1412;141202
2023T1;Santarém;Golegã;Pombalinho;]0, 4];7;7.85;14;1412;141203
2023T1;Santarém;Golegã;Golegã;]20.7, 30];3;74.64;14;1412;141202
2023T1;Santarém;Golegã;Azinhaga;]4, 20.7];6;66.68;14;1412;141201
2023T1;Porto;Gondomar;Baguim do Monte (Rio Tinto);]0, 4];147;196.56;13;1304;130412
2023T1;Porto;Gondomar;Rio Tinto;]20.7, 30];2;57.9;13;1304;130408
