Trimestre;Distrito;Concelho;Freguesias;Escalão de potência instalada (kW);Número de instalacões;Potência total instalada UPAC (kW);Código Distrito;Código Concelho;Código Freguesia
2024T4;Viseu;Tarouca;Gouviães e Ucanha;]0, 4];26;49.25;18;1820;182011
2024T2;Braga;Barcelos;Creixomil e Mariz;]0, 4];41;82.47;03;0302;030297
2024T4;Viseu;Tarouca;Tarouca e Dálvares;]0, 4];85;159.64;18;1820;182013
2024T2;Braga;Braga;Adaúfe;]0, 4];140;227.26;03;0303;030301
2024T4;Viseu;Tondela;Campo de Besteiros;]0, 4];43;75.76;18;1821;182102
2024T2;Braga;Braga;Esporões;]0, 4];83;149.57;03;0303;030313
2024T4;Viseu;Tondela;Barreiro de Besteiros e Tourigo;]0, 4];51;96.59;18;1821;182127
2024T2;Braga;Braga;Lamas;]0, 4];34;51.06;03;0303;030322
2024T4;Viseu;Tondela;Caparrosa e Silvares;]0, 4];24;44.04;18;1821;182128
2024T2;Braga;Braga;Padim da Graça;]0, 4];32;42.58;03;0303;030330
2024T4;Viseu;Tondela;Mouraz e Vila Nova da Rainha;]0, 4];61;104.99;18;1821;182129
2024T2;Braga;Braga;Braga (São Vítor);]0, 4];128;247.9;03;0303;030351
2024T4;Viseu;Viseu;Bodiosa;]0, 4];177;253.82;18;1823;182304
2024T2;Braga;Braga;Braga (São José de São Lázaro e São João do Souto);]0, 4];68;136.85;03;0303;030365
2024T4;Viseu;Viseu;Campo;]0, 4];227;390.3;18;1823;182306
2024T2;Braga;Braga;Este (São Pedro e São Mamede);]0, 4];222;365.48;03;0303;030370
2024T4;Viseu;Viseu;Lordosa;]0, 4];75;131.89;18;1823;182316
2024T2;Braga;Braga;Lomar e Arcos;]0, 4];189;319.47;03;0303;030373
2024T4;Viseu;Viseu;Orgens;]0, 4];135;296.93;18;1823;182319
2024T2;Braga;Braga;Merelim (São Paio), Panoias e Parada de Tibães;]0, 4];256;347.35;03;0303;030374
2024T4;Viseu;Viseu;Ribafeita;]0, 4];34;65.01;18;1823;182322
2024T2;Braga;Braga;Real, Dume e Semelhe;]0, 4];338;550.75;03;0303;030379
2024T4;Viseu;Viseu;Rio de Loba;]0, 4];341;625.07;18;1823;182323
2024T2;Braga;Braga;Santa Lucrécia de Algeriz e Navarra;]0, 4];44;62.98;03;0303;030380
2024T4;Viseu;Vouzela;Campia;]0, 4];120;242.22;18;1824;182403
2024T2;Braga;Cabeceiras de Basto;Basto;]0, 4];14;22.62;03;0304;030404
2024T4;Viseu;Vouzela;Queirã;]0, 4];77;119.36;18;1824;182409
2024T2;Braga;Cabeceiras de Basto;Bucos;]0, 4];11;23.03;03;0304;030405
2024T4;Viseu;Vouzela;São Miguel do Mato;]0, 4];39;59.82;18;1824;182410
2024T2;Braga;Cabeceiras de Basto;Rio Douro;]0, 4];15;19.73;03;0304;030415
2024T4;Viseu;Vouzela;Vouzela e Paços de Vilharigues;]0, 4];91;168.41;18;1824;182415
2024T2;Braga;Cabeceiras de Basto;Alvite e Passos;]0, 4];20;27.37;03;0304;030418
2024T4;Aveiro;Vagos;Sosa;>1000;1;3700.0;01;0118;011807
2024T2;Braga;Celorico de Basto;Borba de Montanha;]0, 4];51;56.5;03;0305;030503
2024T4;Castelo Branco;Covilhã;Boidobra;>1000;1;2991.42;05;0503;050305
2024T2;Braga;Celorico de Basto;Codeçoso;]0, 4];17;23.58;03;0305;030508
2024T4;Lisboa;Azambuja;Azambuja;>1000;1;2300.0;11;1103;110304
2024T2;Braga;Celorico de Basto;Fervença;]0, 4];29;38.65;03;0305;030510
2024T4;Porto;Valongo;Alfena;>1000;1;1654.7;13;1315;131501
2024T2;Braga;Celorico de Basto;Ribas;]0, 4];22;43.2;03;0305;030518
2024T4;Santarém;Chamusca;Ulme;>1000;1;1714.6;14;1407;140704
2024T2;Braga;Celorico de Basto;Vale de Bouro;]0, 4];11;13.45;03;0305;030521
2024T4;Viseu;Oliveira de Frades;Pinheiro;>1000;1;2100.0;18;1810;181005
2024T2;Braga;Celorico de Basto;Britelo, Gémeos e Ourilhe;]0, 4];102;164.99;03;0305;030523
2024T4;Aveiro;Águeda;Fermentelos;]20.7, 30];1;30.0;01;0101;010109
2024T2;Braga;Celorico de Basto;Carvalho e Basto (Santa Tecla);]0, 4];35;40.15;03;0305;030526
2024T4;Aveiro;Águeda;Macinhata do Vouga;]20.7, 30];2;50.0;01;0101;010112
2024T2;Braga;Esposende;Antas;]0, 4];100;156.55;03;0306;030601
2024T4;Aveiro;Águeda;Trofa, Segadães e Lamas do Vouga;]20.7, 30];2;52.0;01;0101;010126
2024T2;Braga;Fafe;Golães;]0, 4];70;118.88;03;0307;030714
2024T4;Aveiro;Albergaria-a-Velha;Angeja;]20.7, 30];1;25.0;01;0102;010203
2024T2;Braga;Fafe;Quinchães;]0, 4];102;139.27;03;0307;030722
2024T4;Aveiro;Anadia;Amoreira da Gândara, Paredes do Bairro e Ancas;]20.7, 30];1;29.7;01;0103;010316
2024T2;Braga;Fafe;Revelhe;]0, 4];18;20.51;03;0307;030724
2024T4;Aveiro;Aveiro;Aradas;]20.7, 30];2;49.35;01;0105;010501
2024T2;Braga;Fafe;Arões (Santa Cristina);]0, 4];54;87.17;03;0307;030726
2024T4;Aveiro;Aveiro;Santa Joana;]20.7, 30];1;29.7;01;0105;010513
2024T2;Braga;Fafe;Arões (São Romão);]0, 4];125;188.49;03;0307;030730
2024T4;Aveiro;Castelo de Paiva;Real;]20.7, 30];1;30.0;01;0106;010606
2024T2;Braga;Fafe;Aboim, Felgueiras, Gontim e Pedraído;]0, 4];4;4.26;03;0307;030737
2024T4;Aveiro;Castelo de Paiva;Raiva, Pedorido e Paraíso;]20.7, 30];1;21.12;01;0106;010610
2024T2;Braga;Fafe;Cepães e Fareja;]0, 4];90;134.45;03;0307;030741
2024T4;Aveiro;Espinho;Paramos;]20.7, 30];2;49.5;01;0107;010704
2024T2;Braga;Fafe;Freitas e Vila Cova;]0, 4];17;24.0;03;0307;030742
2024T4;Aveiro;Estarreja;Avanca;]20.7, 30];2;59.76;01;0108;010801
2024T2;Braga;Fafe;Monte e Queimadela;]0, 4];9;14.44;03;0307;030743
2024T4;Aveiro;Estarreja;Beduído e Veiros;]20.7, 30];4;106.83;01;0108;010808
2024T2;Braga;Fafe;Moreira do Rei e Várzea Cova;]0, 4];34;38.21;03;0307;030744
2024T4;Aveiro;Santa Maria da Feira;São Paio de Oleiros;]20.7, 30];3;75.0;01;0109;010918
2024T2;Braga;Guimarães;Brito;]0, 4];221;269.94;03;0308;030807
2024T4;Aveiro;Santa Maria da Feira;Paços de Brandão;]20.7, 30];1;30.0;01;0109;010919
2024T2;Braga;Guimarães;Creixomil;]0, 4];148;229.17;03;0308;030813
2024T4;Aveiro;Santa Maria da Feira;Rio Meão;]20.7, 30];1;30.0;01;0109;010921
2024T2;Braga;Guimarães;Fermentões;]0, 4];181;304.06;03;0308;030815
2024T4;Aveiro;Santa Maria da Feira;Romariz;]20.7, 30];5;133.92;01;0109;010922
2024T2;Braga;Guimarães;Gonça;]0, 4];33;40.25;03;0308;030820
2024T4;Aveiro;Santa Maria da Feira;Santa Maria de Lamas;]20.7, 30];3;83.52;01;0109;010925
2024T2;Braga;Guimarães;Lordelo;]0, 4];187;204.88;03;0308;030828
2024T4;Aveiro;Santa Maria da Feira;Canedo, Vale e Vila Maior;]20.7, 30];1;23.23;01;0109;010933
2024T2;Braga;Guimarães;Prazins (Santa Eufémia);]0, 4];46;83.45;03;0308;030842
2024T4;Aveiro;Santa Maria da Feira;São Miguel de Souto e Mosteirô;]20.7, 30];1;28.8;01;0109;010936
2024T2;Braga;Guimarães;Selho (São Cristóvão);]0, 4];41;50.87;03;0308;030850
2024T4;Aveiro;Ílhavo;Gafanha da Encarnação;]20.7, 30];5;131.6;01;0110;011005
2024T2;Braga;Guimarães;Selho (São Jorge);]0, 4];114;167.84;03;0308;030854
2024T4;Aveiro;Mealhada;Barcouço;]20.7, 30];1;30.0;01;0111;011102
2024T2;Braga;Guimarães;Silvares;]0, 4];155;211.0;03;0308;030868
2024T4;Aveiro;Murtosa;Bunheiro;]20.7, 30];3;80.0;01;0112;011201
2024T2;Braga;Guimarães;Briteiros Santo Estêvão e Donim;]0, 4];71;93.06;03;0308;030879
2024T4;Aveiro;Murtosa;Monte;]20.7, 30];1;30.0;01;0112;011202
2024T2;Braga;Guimarães;Conde e Gandarela;]0, 4];105;118.21;03;0308;030882
2024T4;Aveiro;Oliveira de Azeméis;Carregosa;]20.7, 30];2;55.47;01;0113;011301
2024T2;Braga;Guimarães;Leitões, Oleiros e Figueiredo;]0, 4];51;68.6;03;0308;030883
2024T4;Aveiro;Oliveira de Azeméis;Pinheiro da Bemposta, Travanca e Palmaz;]20.7, 30];1;25.0;01;0113;011322
2024T2;Braga;Guimarães;Prazins Santo Tirso e Corvite;]0, 4];116;167.29;03;0308;030885
2024T4;Aveiro;Oliveira do Bairro;Oiã;]20.7, 30];9;238.69;01;0114;011403
2024T2;Braga;Guimarães;Selho São Lourenço e Gominhães;]0, 4];99;133.06;03;0308;030888
2024T4;Aveiro;Oliveira do Bairro;Oliveira do Bairro;]20.7, 30];3;86.4;01;0114;011404
2024T2;Braga;Póvoa de Lanhoso;Covelas;]0, 4];16;21.5;03;0309;030906
2024T4;Aveiro;Oliveira do Bairro;Palhaça;]20.7, 30];5;139.03;01;0114;011405
2024T2;Braga;Póvoa de Lanhoso;Ferreiros;]0, 4];4;9.22;03;0309;030908
2024T4;Aveiro;Sever do Vouga;Talhadas;]20.7, 30];1;30.0;01;0117;011708
2024T2;Braga;Póvoa de Lanhoso;Galegos;]0, 4];34;55.56;03;0309;030912
2024T4;Aveiro;Vale de Cambra;Vila Chã, Codal e Vila Cova de Perrinho;]20.7, 30];7;183.0;01;0119;011910
2024T2;Braga;Póvoa de Lanhoso;Rendufinho;]0, 4];20;29.52;03;0309;030921
2024T4;Beja;Aljustrel;Ervidel;]20.7, 30];2;57.0;02;0201;020102
2024T2;Braga;Póvoa de Lanhoso;São João de Rei;]0, 4];14;17.94;03;0309;030923
2024T4;Beja;Alvito;Vila Nova da Baronia;]20.7, 30];3;90.0;02;0203;020302
2024T2;Braga;Póvoa de Lanhoso;Taíde;]0, 4];63;106.88;03;0309;030926
2024T4;Beja;Beja;São Matias;]20.7, 30];1;30.0;02;0205;020516
2024T2;Braga;Póvoa de Lanhoso;Vilela;]0, 4];21;30.67;03;0309;030929
2024T4;Beja;Beja;Beja (Santiago Maior e São João Baptista);]20.7, 30];4;117.0;02;0205;020521
2024T2;Braga;Terras de Bouro;Ribeira;]0, 4];8;13.0;03;0310;031012
2024T4;Beja;Castro Verde;São Marcos da Ataboeira;]20.7, 30];1;30.0;02;0206;020605
2024T2;Braga;Terras de Bouro;Rio Caldo;]0, 4];15;22.28;03;0310;031013
2024T4;Beja;Cuba;Cuba;]20.7, 30];5;138.48;02;0207;020701
2024T2;Braga;Vieira do Minho;Louredo;]0, 4];17;37.46;03;0311;031109
2024T4;Beja;Ferreira do Alentejo;Figueira dos Cavaleiros;]20.7, 30];2;53.56;02;0208;020803
2024T2;Braga;Vieira do Minho;Tabuaças;]0, 4];29;49.84;03;0311;031118
2024T4;Beja;Moura;Póvoa de São Miguel;]20.7, 30];2;55.0;02;0210;021002
2024T2;Braga;Vieira do Minho;Anissó e Soutelo;]0, 4];3;5.58;03;0311;031122
2024T4;Beja;Odemira;São Luís;]20.7, 30];2;46.25;02;0211;021106
2024T2;Braga;Vieira do Minho;Ventosa e Cova;]0, 4];10;16.87;03;0311;031126
2024T4;Beja;Odemira;Colos;]20.7, 30];2;60.0;02;0211;021118
2024T2;Braga;Vila Nova de Famalicão;Bairro;]0, 4];141;203.2;03;0312;031204
2024T4;Beja;Serpa;Vila Nova de São Bento e Vale de Vargo;]20.7, 30];1;25.0;02;0213;021309
2024T2;Braga;Vila Nova de Famalicão;Delães;]0, 4];111;144.34;03;0312;031213
2024T4;Beja;Vidigueira;Vidigueira;]20.7, 30];1;29.9;02;0214;021403
2024T2;Braga;Vila Nova de Famalicão;Gavião;]0, 4];150;223.51;03;0312;031216
2024T4;Braga;Amares;Dornelas;]20.7, 30];1;29.92;03;0301;030108
2024T2;Braga;Vila Nova de Famalicão;Mogege;]0, 4];103;129.59;03;0312;031225
2024T4;Braga;Amares;Fiscal;]20.7, 30];1;20.9;03;0301;030111
2024T2;Braga;Vila Nova de Famalicão;Riba de Ave;]0, 4];79;108.25;03;0312;031234
2024T4;Braga;Amares;Bouro (Santa Maria);]20.7, 30];1;25.0;03;0301;030119
2024T2;Braga;Vila Nova de Famalicão;Vale (São Martinho);]0, 4];133;176.3;03;0312;031241
2024T4;Braga;Amares;Ferreiros, Prozelo e Besteiros;]20.7, 30];2;59.97;03;0301;030127
2024T2;Braga;Vila Nova de Famalicão;Oliveira (São Mateus);]0, 4];100;131.96;03;0312;031242
2024T4;Braga;Barcelos;Areias;]20.7, 30];2;55.0;03;0302;030210
2024T2;Braga;Vila Nova de Famalicão;Vermoim;]0, 4];126;159.17;03;0312;031247
2024T4;Braga;Barcelos;Barcelinhos;]20.7, 30];1;25.0;03;0302;030213
2024T2;Braga;Vila Nova de Famalicão;Vilarinho das Cambas;]0, 4];48;60.06;03;0312;031249
2024T4;Braga;Barcelos;Perelhal;]20.7, 30];3;73.8;03;0302;030260
2024T2;Braga;Vila Nova de Famalicão;Arnoso (Santa Maria e Santa Eulália) e Sezures;]0, 4];115;193.14;03;0312;031251
2024T4;Braga;Barcelos;Pousa;]20.7, 30];1;30.0;03;0302;030261
2024T2;Braga;Vila Nova de Famalicão;Seide;]0, 4];34;45.86;03;0312;031258
2024T4;Braga;Barcelos;Tamel (São Veríssimo);]20.7, 30];11;312.64;03;0302;030277
2024T2;Braga;Vila Nova de Famalicão;Vila Nova de Famalicão e Calendário;]0, 4];382;487.14;03;0312;031260
2024T4;Braga;Barcelos;Silva;]20.7, 30];1;25.0;03;0302;030279
2024T2;Braga;Vila Verde;Freiriz;]0, 4];20;36.46;03;0313;031316
2024T4;Braga;Barcelos;Ucha;]20.7, 30];2;55.0;03;0302;030282
2024T2;Braga;Vila Verde;Loureira;]0, 4];56;105.55;03;0313;031325
2024T4;Braga;Barcelos;Vila Seca;]20.7, 30];1;25.0;03;0302;030287
2024T2;Braga;Vila Verde;Oleiros;]0, 4];44;63.19;03;0313;031330
2024T4;Braga;Barcelos;Carreira e Fonte Coberta;]20.7, 30];2;52.56;03;0302;030295
2024T2;Braga;Vila Verde;Prado (São Miguel);]0, 4];16;25.24;03;0313;031350
2024T4;Braga;Barcelos;Sequeade e Bastuço (São João e Santo Estevão);]20.7, 30];1;22.35;03;0302;0302FD
2024T2;Braga;Vila Verde;Valdreu;]0, 4];10;9.95;03;0313;031355
2024T4;Braga;Barcelos;Silveiros e Rio Covo (Santa Eulália);]20.7, 30];1;30.0;03;0302;0302FE
2024T2;Braga;Vila Verde;Ribeira do Neiva;]0, 4];81;116.53;03;0313;031360
2024T4;Braga;Barcelos;Tamel (Santa Leocádia) e Vilar do Monte;]20.7, 30];1;25.0;03;0302;0302FF
2024T2;Braga;Vila Verde;Esqueiros, Nevogilde e Travassós;]0, 4];33;51.93;03;0313;031363
2024T4;Braga;Braga;Adaúfe;]20.7, 30];10;258.38;03;0303;030301
2024T2;Braga;Vizela;Tagilde e Vizela (São Paio);]0, 4];173;212.58;03;0314;031409
2024T4;Braga;Braga;Mire de Tibães;]20.7, 30];1;25.0;03;0303;030325
2024T2;Bragança;Alfândega da Fé;Cerejais;]0, 4];5;5.17;04;0401;040103
2024T4;Braga;Braga;Braga (São Vítor);]20.7, 30];2;57.5;03;0303;030351
2024T2;Bragança;Bragança;Babe;]0, 4];3;7.29;04;0402;040203
2024T4;Braga;Braga;Sequeira;]20.7, 30];5;122.07;03;0303;030354
2024T2;Bragança;Bragança;Baçal;]0, 4];32;53.77;04;0402;040204
2024T4;Braga;Braga;Celeirós, Aveleda e Vimieiro;]20.7, 30];12;331.98;03;0303;030367
2024T2;Bragança;Bragança;Gimonde;]0, 4];25;64.68;04;0402;040216
2024T4;Braga;Braga;Escudeiros e Penso (Santo Estêvão e São Vicente);]20.7, 30];1;25.0;03;0303;030369
2024T2;Bragança;Bragança;Gondesende;]0, 4];4;3.93;04;0402;040217
2024T4;Braga;Braga;Lomar e Arcos;]20.7, 30];3;80.75;03;0303;030373
2024T2;Bragança;Bragança;Grijó de Parada;]0, 4];6;9.5;04;0402;040219
2024T4;Braga;Braga;Merelim (São Paio), Panoias e Parada de Tibães;]20.7, 30];2;55.0;03;0303;030374
2024T2;Bragança;Bragança;Outeiro;]0, 4];2;4.1;04;0402;040226
2024T4;Braga;Braga;Nogueira, Fraião e Lamaçães;]20.7, 30];1;25.0;03;0303;030377
2024T2;Bragança;Bragança;Parâmio;]0, 4];6;7.71;04;0402;040229
2024T4;Braga;Braga;Nogueiró e Tenões;]20.7, 30];2;50.0;03;0303;030378
2024T2;Bragança;Bragança;Salsas;]0, 4];6;11.23;04;0402;040239
2024T4;Braga;Braga;Real, Dume e Semelhe;]20.7, 30];4;112.95;03;0303;030379
2024T2;Bragança;Bragança;Samil;]0, 4];78;159.58;04;0402;040240
2024T4;Braga;Cabeceiras de Basto;Basto;]20.7, 30];3;80.0;03;0304;030404
2024T2;Bragança;Bragança;Santa Comba de Rossas;]0, 4];15;25.35;04;0402;040241
2024T4;Braga;Cabeceiras de Basto;Alvite e Passos;]20.7, 30];1;29.7;03;0304;030418
2024T2;Bragança;Bragança;Aveleda e Rio de Onor;]0, 4];3;3.29;04;0402;040250
2024T4;Braga;Celorico de Basto;Arnóia;]20.7, 30];1;25.0;03;0305;030502
2024T2;Bragança;Bragança;Izeda, Calvelhe e Paradinha Nova;]0, 4];18;25.73;04;0402;040252
2024T4;Braga;Celorico de Basto;Carvalho e Basto (Santa Tecla);]20.7, 30];1;30.0;03;0305;030526
2024T2;Bragança;Bragança;Sé, Santa Maria e Meixedo;]0, 4];449;965.72;04;0402;040257
2024T4;Braga;Esposende;Belinho e Mar;]20.7, 30];1;30.0;03;0306;030617
2024T2;Bragança;Carrazeda de Ansiães;Carrazeda de Ansiães;]0, 4];31;53.82;04;0403;040304
2024T4;Braga;Fafe;Regadas;]20.7, 30];1;30.0;03;0307;030723
2024T2;Bragança;Carrazeda de Ansiães;Seixo de Ansiães;]0, 4];9;10.37;04;0403;040316
2024T4;Braga;Fafe;São Gens;]20.7, 30];4;115.0;03;0307;030728
2024T2;Bragança;Freixo de Espada À Cinta;Ligares;]0, 4];2;3.27;04;0404;040404
2024T4;Braga;Fafe;Arões (São Romão);]20.7, 30];4;106.5;03;0307;030730
2024T2;Bragança;Freixo de Espada À Cinta;Poiares;]0, 4];6;6.6;04;0404;040406
2024T4;Braga;Fafe;Cepães e Fareja;]20.7, 30];1;25.52;03;0307;030741
2024T2;Bragança;Freixo de Espada À Cinta;Freixo de Espada à Cinta e Mazouco;]0, 4];68;100.15;04;0404;040407
2024T4;Braga;Guimarães;Caldelas;]20.7, 30];1;22.44;03;0308;030808
2024T2;Bragança;Freixo de Espada À Cinta;Lagoaça e Fornos;]0, 4];19;26.52;04;0404;040408
2024T4;Braga;Guimarães;Urgezes;]20.7, 30];3;75.44;03;0308;030871
2024T2;Bragança;Macedo de Cavaleiros;Grijó;]0, 4];13;14.9;04;0405;040515
2024T4;Braga;Guimarães;Airão Santa Maria, Airão São João e Vermil;]20.7, 30];1;30.0;03;0308;030876
2024T2;Bragança;Macedo de Cavaleiros;Lagoa;]0, 4];3;5.82;04;0405;040516
2024T4;Braga;Guimarães;Briteiros São Salvador e Briteiros Santa Leocádia;]20.7, 30];2;47.0;03;0308;030880
2024T2;Bragança;Macedo de Cavaleiros;Lombo;]0, 4];3;8.98;04;0405;040519
2024T4;Braga;Guimarães;Oliveira, São Paio e São Sebastião;]20.7, 30];1;30.0;03;0308;030884
2024T2;Bragança;Macedo de Cavaleiros;Peredo;]0, 4];2;5.15;04;0405;040524
2024T4;Braga;Guimarães;Selho São Lourenço e Gominhães;]20.7, 30];1;24.0;03;0308;030888
2024T2;Bragança;Macedo de Cavaleiros;Salselas;]0, 4];12;16.49;04;0405;040526
2024T4;Braga;Póvoa de Lanhoso;Póvoa de Lanhoso (Nossa Senhora do Amparo);]20.7, 30];1;30.0;03;0309;030919
2024T2;Bragança;Macedo de Cavaleiros;Vale Benfeito;]0, 4];7;15.49;04;0405;040532
2024T4;Braga;Póvoa de Lanhoso;Calvos e Frades;]20.7, 30];2;50.0;03;0309;030931
2024T2;Bragança;Macedo de Cavaleiros;Vale de Prados;]0, 4];22;37.55;04;0405;040534
2024T4;Braga;Terras de Bouro;Vilar da Veiga;]20.7, 30];1;30.0;03;0310;031017
2024T2;Bragança;Macedo de Cavaleiros;Vinhas;]0, 4];5;8.76;04;0405;040538
2024T4;Braga;Vieira do Minho;Mosteiro;]20.7, 30];1;22.4;03;0311;031110
2024T2;Bragança;Macedo de Cavaleiros;Podence e Santa Combinha;]0, 4];7;12.42;04;0405;040543
2024T4;Braga;Vieira do Minho;Vieira do Minho;]20.7, 30];1;22.08;03;0311;031120
2024T2;Bragança;Macedo de Cavaleiros;Talhinhas e Bagueixe;]0, 4];9;15.32;04;0405;040544
2024T4;Braga;Vieira do Minho;Ruivães e Campos;]20.7, 30];1;30.0;03;0311;031125
2024T2;Bragança;Miranda do douro;Duas Igrejas;]0, 4];10;20.01;04;0406;040604
2024T4;Braga;Vila Nova de Famalicão;Joane;]20.7, 30];5;134.8;03;0312;031219
2024T2;Bragança;Miranda do douro;Ifanes e Paradela;]0, 4];4;5.01;04;0406;040619
2024T4;Braga;Vila Nova de Famalicão;Landim;]20.7, 30];2;55.52;03;0312;031221
2024T2;Bragança;Miranda do douro;Silva e Águas Vivas;]0, 4];3;6.3;04;0406;040621
2024T4;Braga;Vila Nova de Famalicão;Lousado;]20.7, 30];4;100.8;03;0312;031224
2024T2;Bragança;Mirandela;Aguieiras;]0, 4];6;6.59;04;0407;040703
2024T4;Braga;Vila Nova de Famalicão;Ribeirão;]20.7, 30];11;287.79;03;0312;031235
2024T2;Bragança;Mirandela;Fradizela;]0, 4];9;8.02;04;0407;040714
2024T4;Braga;Vila Nova de Famalicão;Oliveira (Santa Maria);]20.7, 30];1;24.2;03;0312;031239
2024T2;Bragança;Mirandela;Lamas de Orelhão;]0, 4];11;14.15;04;0407;040718
2024T4;Braga;Vila Nova de Famalicão;Oliveira (São Mateus);]20.7, 30];2;55.0;03;0312;031242
2024T2;Bragança;Mirandela;Múrias;]0, 4];4;2.93;04;0407;040722
2024T4;Braga;Vila Nova de Famalicão;Avidos e Lagoa;]20.7, 30];1;30.0;03;0312;031252
2024T2;Bragança;Mirandela;São Salvador;]0, 4];5;5.43;04;0407;040728
2024T4;Braga;Vila Nova de Famalicão;Esmeriz e Cabeçudos;]20.7, 30];2;55.0;03;0312;031254
2024T2;Bragança;Mirandela;Vale de Asnes;]0, 4];4;5.93;04;0407;040731
2024T4;Braga;Vila Nova de Famalicão;Vale (São Cosme), Telhado e Portela;]20.7, 30];1;25.0;03;0312;031259
2024T2;Bragança;Mirandela;Vale de Gouvinhas;]0, 4];6;10.63;04;0407;040732
2024T4;Braga;Vila Verde;Cervães;]20.7, 30];2;54.98;03;0313;031309
2024T2;Bragança;Mirandela;Vale de Telhas;]0, 4];7;14.97;04;0407;040734
2024T4;Braga;Vila Verde;Oleiros;]20.7, 30];9;243.58;03;0313;031330
2024T2;Bragança;Mirandela;Franco e Vila Boa;]0, 4];4;7.66;04;0407;040741
2024T4;Braga;Vila Verde;Pico;]20.7, 30];1;30.0;03;0313;031335
2024T2;Bragança;Mogadouro;Bruçó;]0, 4];2;4.16;04;0408;040803
2024T4;Braga;Vila Verde;Sande, Vilarinho, Barros e Gomide;]20.7, 30];1;30.0;03;0313;031367
2024T2;Bragança;Mogadouro;Castro Vicente;]0, 4];6;7.6;04;0408;040808
2024T4;Braga;Vizela;Vizela (Santo Adrião);]20.7, 30];1;30.0;03;0314;031406
2024T2;Bragança;Mogadouro;São Martinho do Peso;]0, 4];4;9.57;04;0408;040817
2024T4;Braga;Vizela;Caldas de Vizela (São Miguel e São João);]20.7, 30];5;142.34;03;0314;031408
2024T2;Bragança;Mogadouro;Travanca;]0, 4];5;5.12;04;0408;040820
2024T4;Bragança;Alfândega da Fé;Sambade;]20.7, 30];1;25.0;04;0401;040111
2024T2;Bragança;Mogadouro;Urrós;]0, 4];7;11.65;04;0408;040821
2024T4;Bragança;Bragança;Donai;]20.7, 30];1;30.0;04;0402;040212
2024T2;Bragança;Mogadouro;Brunhozinho, Castanheira e Sanhoane;]0, 4];3;6.8;04;0408;040829
2024T4;Bragança;Bragança;Izeda, Calvelhe e Paradinha Nova;]20.7, 30];1;30.0;04;0402;040252
2024T2;Bragança;Mogadouro;Mogadouro, Valverde, Vale de Porco e Vilar de Rei;]0, 4];46;76.21;04;0408;040830
2024T4;Bragança;Bragança;Sé, Santa Maria e Meixedo;]20.7, 30];4;110.42;04;0402;040257
2024T2;Bragança;Mogadouro;Remondes e Soutelo;]0, 4];2;2.19;04;0408;040831
2024T4;Bragança;Carrazeda de Ansiães;Carrazeda de Ansiães;]20.7, 30];3;76.09;04;0403;040304
2024T2;Bragança;Torre de Moncorvo;Carviçais;]0, 4];12;18.24;04;0409;040905
2024T4;Bragança;Freixo de Espada À Cinta;Poiares;]20.7, 30];1;25.0;04;0404;040406
2024T2;Bragança;Torre de Moncorvo;Castedo;]0, 4];1;2.04;04;0409;040906
2024T4;Bragança;Macedo de Cavaleiros;Chacim;]20.7, 30];1;30.0;04;0405;040509
2024T2;Bragança;Torre de Moncorvo;Horta da Vilariça;]0, 4];4;9.04;04;0409;040909
2024T4;Bragança;Mirandela;São Pedro Velho;]20.7, 30];1;25.0;04;0407;040727
2024T2;Bragança;Torre de Moncorvo;Mós;]0, 4];1;1.14;04;0409;040913
2024T4;Bragança;Torre de Moncorvo;Torre de Moncorvo;]20.7, 30];4;108.32;04;0409;040916
2024T2;Bragança;Torre de Moncorvo;Felgar e Souto da Velha;]0, 4];14;24.53;04;0409;040919
2024T4;Bragança;Vimioso;Carção;]20.7, 30];1;27.6;04;0411;041107
2024T2;Bragança;Torre de Moncorvo;Felgueiras e Maçores;]0, 4];6;6.67;04;0409;040920
2024T4;Bragança;Vimioso;Vimioso;]20.7, 30];3;85.3;04;0411;041114
2024T2;Bragança;Torre de Moncorvo;Urros e Peredo dos Castelhanos;]0, 4];3;6.1;04;0409;040921
2024T4;Bragança;Vinhais;Rebordelo;]20.7, 30];1;25.0;04;0412;041219
2024T2;Bragança;Vila Flor;Samões;]0, 4];7;16.7;04;0410;041010
2024T4;Bragança;Vinhais;Vinhais;]20.7, 30];1;24.0;04;0412;041235
2024T2;Bragança;Vila Flor;Santa Comba de Vilariça;]0, 4];7;15.87;04;0410;041012
2024T4;Castelo Branco;Castelo Branco;Almaceda;]20.7, 30];3;80.0;05;0502;050202
2024T2;Bragança;Vila Flor;Seixo de Manhoses;]0, 4];3;6.41;04;0410;041013
2024T4;Castelo Branco;Castelo Branco;Lardosa;]20.7, 30];1;30.0;05;0502;050211
2024T2;Bragança;Vila Flor;Vale Frechoso;]0, 4];2;2.58;04;0410;041015
2024T4;Castelo Branco;Castelo Branco;Póvoa de Rio de Moinhos e Cafede;]20.7, 30];1;30.0;05;0502;050231
2024T2;Bragança;Vila Flor;Candoso e Carvalho de Egas;]0, 4];2;3.43;04;0410;041021
2024T4;Castelo Branco;Covilhã;Ferro;]20.7, 30];1;23.21;05;0503;050311
2024T2;Bragança;Vimioso;Pinelo;]0, 4];4;8.76;04;0411;041109
